Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
HQSMS,17/01/2014,0000025944,DHL Express (SUISSE) S.A.,CHE,POSTAL SERVICES,"107,102.59"
HQSMS,20/01/2014,0000025949,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"101,290.49"
HQSMS,20/01/2014,0000025955,UNITED NATIONS OFFICE AT GENEVA,CHE,BUSINESS/ ADMINISTRATIVE SER,"300,000.00"
BGD01,20/01/2014,0000000886,S. M. ENTERPRISE,BGD,FUELS (UNSPECIFIED),"118,174.74"
COL01,21/01/2014,0000002514,CONSTRUCTORA J. ORTIZ G. Y CIA S.C.A,COL,BUSINESS/ ADMINISTRATIVE SER,"154,427.08"
JPN01,21/01/2014,0000000485,Koeki Zaidanhojin Wesley Foundation,JPN,BUSINESS/ ADMINISTRATIVE SER,"183,157.68"
KOR01,21/01/2014,0000000552,DTV Asia Ltd.,HKG,ADVERTISING/ INFORMATION SER,"796,642.98"
HQSMS,21/01/2014,0000025959,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"381,600.00"
JOR01,22/01/2014,0000002687,G4S Secure Solutions Int'l Inc. Jordan,JOR,SECURITY/ SAFETY SERVICES,"354,507.07"
HQSMS,22/01/2014,0000025965,SERVICES INDUSTRIELS DE GENEVE,CHE,UTILITIES,"387,824.13"
GEO01,22/01/2014,0000001479,BUSINESS CENTRE SABURTALO LTD,GEO,BUSINESS/ ADMINISTRATIVE SER,"132,000.00"
HQSMS,23/01/2014,0000025973,SOGETI (SUISSE) SA,CHE,COMPUTER SERVICES,"439,177.00"
PAK01,23/01/2014,0000004375,BIO-ID TECHNOLOGIES SA,CHE,COMPUTER SERVICES,"250,190.00"
THA01,23/01/2014,0000000951,UN ESCAP,THA,BUSINESS/ ADMINISTRATIVE SER,"194,160.00"
HQSMS,23/01/2014,0000025981,OPEN TEXT AG - SUISSE,CHE,COMPUTER SERVICES,"209,159.00"
HQSMS,23/01/2014,0000025970,PA CONSULTING SERVICES LIMITED,GBR,WRITING/TRANSLATION/ INTERPRET,"148,223.14"
HQSMS,23/01/2014,0000025978,S&H SWITZERLAND,CHE,COMPUTER SERVICES,"194,475.76"
THA01,23/01/2014,0000000949,APPCO LIMITED,THA,ADVERTISING/ INFORMATION SER,"124,817.52"
HQSMS,23/01/2014,0000025976,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"154,395.00"
CHN01,24/01/2014,0000001404,MVP CONSULTANTS & DEVELOPMENT LIMITED,HKG,ADVERTISING/ INFORMATION SER,"348,162.48"
CHN01,24/01/2014,0000001403,HONG KONG FUNDRAISING CONSULTANCY LTD,HKG,ADVERTISING/ INFORMATION SER,"515,796.26"
ZMB01,24/01/2014,0000001438,TEDWORTH PROPERTIES,ZMB,BUSINESS/ ADMINISTRATIVE SER,"114,000.00"
HQSMS,24/01/2014,0000025984,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"288,420.00"
HQSMS,24/01/2014,0000025998,HEWLETT-PACKARD,CHE,COMPUTER SERVICES,"405,862.46"
AFG01,25/01/2014,0000003334,DR. WASFIA RAHIMI,DEU,BUSINESS/ ADMINISTRATIVE SER,"144,000.00"
JOR01,27/01/2014,0000002692,Kuehne+Nagel,JOR,STORAGE/PACKING/HANDLING,"150,988.25"
BFA01,27/01/2014,0000000342,DANISH REFUGEE COUNCIL (DRC),BFA,FINANCIAL SERVICES,"184,914.84"
CHN01,27/01/2014,0000001413,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"170,798.72"
THA01,27/01/2014,0000000955,QUALITY HOUSES LEASEHOLD PROPERTY FUND,THA,BUSINESS/ ADMINISTRATIVE SER,"127,396.59"
USA01,27/01/2014,0000000516,S.L. GREEN,USA,BUSINESS/ ADMINISTRATIVE SER,"179,000.00"
SAU01,28/01/2014,0000000632,SAIF ALI SAIF ATEEG ALQUBAISI,ARE,BUSINESS/ ADMINISTRATIVE SER,"102,096.36"
HQSMS,28/01/2014,0000026009,UNITED NATIONS OFFICE AT GENEVA,CHE,SECURITY/ SAFETY SERVICES,"3,634,000.00"
KOR01,29/01/2014,0000000557,"Doum & Nanum Co., Ltd.",KOR,ADVERTISING/ INFORMATION SER,"227,703.98"
KOR01,29/01/2014,0000000556,Appco Korea Ltd.,KOR,ADVERTISING/ INFORMATION SER,"483,870.97"
SDN01,29/01/2014,0000004903,Aswar Multi Activities Company,SDN,SECURITY/ SAFETY SERVICES,"137,562.00"
YEM01,29/01/2014,0000002470,STALLION SECURITY & SAFETY SERVICES LTD.,YEM,SECURITY/ SAFETY SERVICES,"155,550.00"
SYR01,30/01/2014,0000003597,HAKIM Engineering&Trading/ Mohamed Hakim,SYR,MISC MEDICAL SUPPLIES,"100,996.03"
HQSMS,30/01/2014,0000026023,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,SAFETY/ RESCUE VEHICLE,"103,161.92"
SYR01,30/01/2014,0000003599,Koubaitary Trading Company,JOR,MISC MEDICAL SUPPLIES,"404,990.00"
KAZ01,30/01/2014,0000000564,UNDP,KAZ,BUSINESS/ ADMINISTRATIVE SER,"185,459.00"
SYR01,30/01/2014,0000003601,JUDEX,LBN,MISC MEDICAL SUPPLIES,"291,004.00"
DONIK,31/01/2014,0000000161,Fast Retailing Co. Ltd.,JPN,CLOTHING,"920,460.00"
PSFRR,31/01/2014,0000000388,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"223,880.60"
KEN01,31/01/2014,0000006573,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"146,592.46"
SSD01,03/02/2014,0000001251,TAAM PETROLEUM LTD.,SSD,DIESEL,"372,000.00"
JOR01,03/02/2014,0000002698,IMAD OMAR HAFEZ AL NESNAS,BHR,BUSINESS/ ADMINISTRATIVE SER,"710,000.04"
HQSMS,03/02/2014,0000026034,SERVICES INDUSTRIELS DE GENEVE,CHE,UTILITIES,"121,951.22"
DONIK,04/02/2014,0000000162,HUSQVARNA AB,SWE,CONSTRUCTION SUPPORT EQUIPMENT,"200,000.00"
RUS01,04/02/2014,0000002698,WORLD HEALTH ORGANISATION,RUS,BUSINESS/ ADMINISTRATIVE SER,"276,608.34"
JOR01,04/02/2014,0000002711,Jordan Mobile Telephone Service Company,JOR,TELECOMS SERVICES,"183,615.82"
JOR01,04/02/2014,0000002705,Irbid District Electricity Company LTD,JOR,UTILITIES,"1,906,779.66"
HQSMS,04/02/2014,0000026041,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"123,785.00"
KEN01,04/02/2014,0000006580,KNIGHT FRANK KENYA LTD,KEN,BUSINESS/ ADMINISTRATIVE SER,"154,149.98"
JOR01,04/02/2014,0000002703,Kuehne+Nagel,JOR,TRANSPORT SUPPORT,"169,491.53"
YEM01,05/02/2014,0000002473,Mohammed Al-Hadi office,YEM,STORAGE/PACKING/HANDLING,"149,292.18"
ITA01,05/02/2014,0000001576,I.EL.ET SPA,ITA,MAINTENANCE/ CONSTRUCTION SER,"106,142.58"
HQSMS,06/02/2014,0000026053,Top-Net Services SA,CHE,MAINTENANCE/ CONSTRUCTION SER,"588,691.80"
KEN01,06/02/2014,0000006586,TURKANA TECHNICAL AND BUILDING CONST CO,KEN,MAINTENANCE/ CONSTRUCTION SER,"136,966.96"
KEN01,06/02/2014,0000006582,SOLOMON MUIGA WAMAE,KEN,SECURITY/ SAFETY SERVICES,"125,144.84"
JORSC,06/02/2014,0000000093,Nidal and Ishaq and Ziad Ishaq Alhjazeen,JOR,BUSINESS/ ADMINISTRATIVE SER,"127,118.64"
SYR01,09/02/2014,0000003604,THE INT. FOR FOAM&MATRESSES MANUFACTURIN,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"1,852,000.00"
SYR01,09/02/2014,0000003608,SAMER GHOSSEN,LBN,PERSONAL CARE PRODUCTS,"1,000,500.00"
SYR01,09/02/2014,0000003609,ALKHOULY & QURAIT,SYR,PERSONAL CARE PRODUCTS,"977,500.00"
KEN01,10/02/2014,0000006588,EQUITY BANK LTD -DADAAB,KEN,MAINTENANCE/ CONSTRUCTION SER,"132,097.33"
BDI01,10/02/2014,0000000672,FAROOK SALEH  ADAM,BDI,BUSINESS/ ADMINISTRATIVE SER,"120,000.00"
HQSMS,10/02/2014,0000026067,HCL Technologies Limited,IND,COMPUTER SERVICES,"138,864.00"
HQSMS,10/02/2014,0000026068,HCL Technologies Limited,IND,COMPUTER SERVICES,"182,298.00"
USA01,10/02/2014,0000000525,UNITED NATIONS INFORMATION CENTER,USA,BUSINESS/ ADMINISTRATIVE SER,"325,000.00"
HQSMS,10/02/2014,0000026071,LANDesk International Ltd,IRL,COMPUTER SERVICES,"195,852.25"
LBY01,10/02/2014,0000000316,The Engineer for Safety & Security LTD,LBY,SECURITY/ SAFETY SERVICES,"124,006.36"
HQSMS,10/02/2014,0000026066,HCL Technologies Limited,IND,COMPUTER SERVICES,"266,156.00"
HQSMS,11/02/2014,0000026077,MICROSOFT IRELAND OPERATIONS LTD,IRL,COMPUTER SERVICES,"967,731.18"
HQSMS,11/02/2014,0000026078,ID INTEGRATED DATA SA,CHE,COMPUTER SERVICES,"145,210.64"
JOR01,11/02/2014,0000002724,JORDAN ELECTRIC POWER COMPANY,JOR,UTILITIES,"211,864.41"
HQSMS,12/02/2014,0000026094,UNITED NATIONS OFFICE AT NAIROBI,KEN,BUSINESS/ ADMINISTRATIVE SER,"1,060,230.00"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
DONIK,12/02/2014,0000000166,Fast Retailing Co. Ltd.,JPN,CLOTHING,"271,860.00"
KEN01,12/02/2014,0000006591,TECHNO RELIEF SERVICES LTD,KEN,PERSONAL CARE PRODUCTS,"282,270.63"
HQSMS,12/02/2014,0000026089,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"227,000.00"
HQSMS,12/02/2014,0000026092,UNITED NATIONS OFFICE AT GENEVA,CHE,BUSINESS/ ADMINISTRATIVE SER,"3,211,501.50"
HQSMS,13/02/2014,0000026098,DANOFFICE PLC,DNK,MISC COMPUTER EQUIP/SUPPL,"129,342.20"
IRQ01,13/02/2014,0000001925,Kuehne+Nagel,JOR,INSURANCE SERVICES,"191,250.00"
HQSMS,13/02/2014,0000026102,WIPRO LIMITED,GBR,COMPUTER SERVICES,"627,061.00"
COD01,14/02/2014,0000005220,MAGENYA PROTECTION,COD,SECURITY/ SAFETY SERVICES,"168,150.00"
HQSMS,14/02/2014,0000026105,SWISSCOM (Switzerland) Ltd,CHE,TELECOMS SERVICES,"160,753.88"
HQSMS,14/02/2014,0000026111,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"162,000.00"
JORSC,16/02/2014,0000000106,IrisGuard Inc,GBR,COMPUTER SERVICES,"838,499.00"
JOR01,16/02/2014,0000002733,IrisGuard Inc,GBR,REGISTRATION EQUIP,"600,250.00"
SYR01,16/02/2014,0000003615,ALKUSTY FOR TRADING COMPANY,LBN,PERSONAL CARE PRODUCTS,"588,000.00"
SYR01,17/02/2014,0000003616,NATIONAL COMPANY FOR TRADING & DISTRIBUT,LBN,PERSONAL CARE PRODUCTS,"199,000.00"
HQSMS,17/02/2014,0000026118,THE COMMONWEALTH OF LEARNING,CAN,EDUCATION/ TRAINING SERVICES,"123,097.58"
HQSMS,17/02/2014,0000026124,O.K.I. GENERAL TRADING LLC,ARE,SPARE PARTS/ ACCESSORIES,"168,406.00"
HQSMS,17/02/2014,0000026119,ID INTEGRATED DATA SA,CHE,COMPUTER SERVICES,"394,483.82"
HQSMS,17/02/2014,0000026128,THINK CONSULTING SOLUTIONS LTD.,GBR,BUSINESS/ ADMINISTRATIVE SER,"172,277.23"
HQSMS,17/02/2014,0000026125,S&H SWITZERLAND,CHE,COMPUTER SERVICES,"154,988.92"
ETH01,19/02/2014,0000003106,Akakas Logistics PLC,ETH,TRANSPORT SUPPORT,"103,653.45"
HQSMS,19/02/2014,0000026153,DGM VERON GRAUER S.A.,CHE,BUSINESS/ ADMINISTRATIVE SER,"191,796.01"
HQSMS,19/02/2014,0000026149,DGM VERON GRAUER S.A.,CHE,BUSINESS/ ADMINISTRATIVE SER,"191,574.28"
HQSMS,20/02/2014,0000026160,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,SAFETY/ RESCUE VEHICLE,"126,178.31"
CONS,20/02/2014,0000005542,"SAINT-AMAND, Mr. André",CAN,FINANCIAL SERVICES,"112,500.00"
HQSMS,20/02/2014,0000026157,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"109,435.00"
HQSMS,20/02/2014,0000026155,HCL Technologies Limited,IND,COMPUTER SERVICES,"1,318,021.00"
HQSMS,20/02/2014,0000026156,HCL Technologies Limited,IND,COMPUTER SERVICES,"121,242.00"
HQSMS,20/02/2014,0000026158,WORLDFA EXPORTS PVT. LTD.,IND,KITCHENWARE,"679,770.00"
SSD01,20/02/2014,0000001278,TROJAN ENTREPRISES  (SS)  LTD,SDN,DIESEL,"147,400.00"
HQSMS,21/02/2014,0000026163,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"261,903.00"
HQSMS,21/02/2014,0000026166,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"218,500.00"
HQSMS,21/02/2014,0000026168,WORLDFA EXPORTS PVT. LTD.,IND,KITCHENWARE,"183,430.00"
TCD01,21/02/2014,0000004372,ITS/HOMERIDER,TCD,MEASURING/TESTING EQUIP/ SUPPL,"228,254.82"
HQSMS,21/02/2014,0000026173,ORACLE SOFTWARE GMBH,CHE,COMPUTER SERVICES,"269,524.20"
HQSMS,21/02/2014,0000026170,WORLDFA EXPORTS PVT. LTD.,IND,KITCHENWARE,"226,590.00"
KEN01,21/02/2014,0000006613,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"169,390.00"
BFA01,21/02/2014,0000000348,CFAO MOTORS BURKINA FASO,BFA,SPARE PARTS/ ACCESSORIES,"118,104.91"
SSD01,22/02/2014,0000001290,Juba Office Cleaning Services  LTD,SSD,MAINTENANCE/ CONSTRUCTION SER,"131,691.52"
SYR01,23/02/2014,0000003621,MHD. BASEM AL-MOUNAKKEL,KWT,SOAP/CLEANING /HYGIENE SUPPLIE,"3,704,430.00"
FRA01,24/02/2014,0000000396,AFIAA,FRA,BUSINESS/ ADMINISTRATIVE SER,"217,096.34"
HQSMS,24/02/2014,0000026196,Anandtex International Private Limited,IND,BLANKETS,"224,850.47"
HQSMS,24/02/2014,0000026190,Anandtex International Private Limited,IND,BLANKETS,"215,704.70"
HQSMS,24/02/2014,0000026187,Anandtex International Private Limited,IND,BLANKETS,"493,039.31"
HQSMS,24/02/2014,0000026185,BADGECOM GMBH,CHE,PRINTER/ PRINTER ACCESSORIES,"178,330.25"
HQSMS,24/02/2014,0000026179,SPARTAN RELIEF SUPPLIES LIMITED,KEN,KITCHENWARE,"346,500.00"
PAK01,24/02/2014,0000004426,WACKENHUT PAKISTAN (PVT) LTD,PAK,SECURITY/ SAFETY SERVICES,"149,388.21"
SYR01,24/02/2014,0000003625,FOUR SEASONS HOTEL,LBN,BUSINESS/ ADMINISTRATIVE SER,"193,308.49"
HQSMS,25/02/2014,0000026225,VANDANA LOGISTICS,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"215,600.00"
JORSC,25/02/2014,0000000117,JORDAN DATA COMMUNICATION SERVICES CO.,JOR,TELECOMS SERVICES,"191,491.53"
HQSMS,25/02/2014,0000026201,"GEORG FIEBIG CONSULTANTS, PTY LTD",AUS,BUSINESS/ ADMINISTRATIVE SER,"146,540.03"
HQSMS,25/02/2014,0000026203,M.K. EXIM (INDIA) LIMITED,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"230,477.50"
HQSMS,25/02/2014,0000026231,STREAMFLOW POLYWEAVE PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"162,150.00"
BDI01,25/02/2014,0000000691,UNITED NATIONS DEVELOPMENT PROGRAMME,BDI,BUSINESS/ ADMINISTRATIVE SER,"108,057.76"
HQSMS,25/02/2014,0000026233,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"123,200.00"
HQSMS,26/02/2014,0000026240,UltiSat Inc.,USA,TELECOMS SERVICES,"3,938,814.00"
DONIK,26/02/2014,0000000168,Qatar Red Crescent Society,QAT,SOAP/CLEANING /HYGIENE SUPPLIE,"1,440,000.00"
KOR01,26/02/2014,0000000562,Group M Korea Co. Ltd.,KOR,ADVERTISING/ INFORMATION SER,"351,526.36"
TCD01,26/02/2014,0000004382,SNASE SARL,TCD,SECURITY/ SAFETY SERVICES,"102,720.06"
HQSMS,26/02/2014,0000026238,UltiSat Inc.,USA,TELECOMS SERVICES,"307,071.54"
IND01,27/02/2014,0000000404,G4S SECURE SOLUTIONS (INDIA) PVT. LTD,IND,SECURITY/ SAFETY SERVICES,"119,561.84"
HQSMS,27/02/2014,0000026249,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"1,540,425.00"
HQSMS,27/02/2014,0000026252,Hewlett-Packard Informatikai Kft,HUN,COMPUTER SERVICES,"113,975.58"
HQSMS,27/02/2014,0000026256,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"148,720.00"
PSFRR,27/02/2014,0000000392,APPCO GROUP ITALIA SRL,ITA,ADVERTISING/ INFORMATION SER,"1,153,324.29"
PSFRR,27/02/2014,0000000393,Numero Blu Servizi SpA,ITA,ADVERTISING/ INFORMATION SER,"244,233.38"
HQSMS,27/02/2014,0000026257,Safe Host SA,CHE,TELECOMS SERVICES,"170,022.17"
HQSMS,27/02/2014,0000026259,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"297,000.00"
HQSMS,28/02/2014,0000026268,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"1,150,000.00"
HQSMS,28/02/2014,0000026266,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"129,504.79"
ETH01,28/02/2014,0000003134,DEBRE BERHAN BLANKET FACTORY,ETH,BLANKETS,"129,780.40"
ETH01,28/02/2014,0000003126,DES GENERAL TRADING PLC,ETH,BEDCLOTHES/ MATRESSES/ TOWELS,"169,199.37"
HQSMS,03/03/2014,0000026273,COLT TELECOM AG,CHE,TELECOMS SERVICES,"118,652.81"
SSD01,03/03/2014,0000001302,WARRIOR SECURITY SUDAN LIMITED,SDN,SECURITY/ SAFETY SERVICES,"687,302.00"
HQSMS,03/03/2014,0000026274,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"859,650.00"
HQSMS,03/03/2014,0000026276,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"643,853.00"
HQSMS,03/03/2014,0000026278,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"122,155.10"
IRQ01,03/03/2014,0000001934,Kuehne+Nagel,JOR,TRANSPORT SUPPORT,"650,061.00"
TCD01,04/03/2014,0000004385,SNASE SARL,TCD,SECURITY/ SAFETY SERVICES,"154,484.13"
YEM01,04/03/2014,0000002495,Olive Green Human Resources & Recruiting,YEM,WRITING/TRANSLATION/ INTERPRET,"287,296.32"
SYR01,04/03/2014,0000003630,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"154,175.00"
SYR01,04/03/2014,0000003629,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"100,125.00"
HQSMS,05/03/2014,0000026303,VERSEIDAG BALLISTIC PROTECTION OY,FIN,PERSONAL SAFETY/ PROTECTION,"149,865.94"
HQSMS,05/03/2014,0000026297,ALLIED TRANSPORT AGENT,TZA,TRANSPORT SUPPORT,"162,000.00"
HQSMS,05/03/2014,0000026306,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"364,974.00"
LBN01,05/03/2014,0000001247,PROTECTRON,LBN,SECURITY/ SAFETY SERVICES,"172,441.28"
YEM01,05/03/2014,0000002497,STALLION SECURITY & SAFETY SERVICES LTD.,YEM,SECURITY/ SAFETY SERVICES,"127,650.00"
IRN01,06/03/2014,0000005695,Ms. Mahin Assadi,ARE,BUSINESS/ ADMINISTRATIVE SER,"336,000.00"
HQSMS,06/03/2014,0000026318,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"125,172.45"
LBN01,06/03/2014,0000001248,COMPUTEL SARL,LBN,COMPUTER SERVICES,"173,261.00"
HQSMS,06/03/2014,0000026320,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"103,377.16"
KEN01,06/03/2014,0000006623,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"261,049.04"
KEN01,06/03/2014,0000006624,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"179,599.05"
LBN01,07/03/2014,0000001250,Luna For General Trading,LBN,MAINTENANCE/ CONSTRUCTION SER,"239,800.00"
HQSMS,07/03/2014,0000026330,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"156,360.00"
ESH01,07/03/2014,0000000294,"MELO LDA, AGENCIA DE VIAGENS E TURISMO",PRT,REGISTRATION SUPPLIES,"111,609.03"
HQSMS,07/03/2014,0000026329,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"1,824,200.00"
HQSMS,07/03/2014,0000026327,TECHNO RELIEF SERVICES LTD,KEN,WATER CANS,"170,300.00"
KEN01,07/03/2014,0000006634,WFP SOMALIA,KEN,MEETING/TRAVEL/ FOOD SER,"350,000.00"
KEN01,07/03/2014,0000006635,RELIEF & MISSION LOGISTICS LTD,KEN,TRANSPORT SUPPORT,"121,900.00"
HQSMS,10/03/2014,0000026347,NOVACOM SERVICES,FRA,SATELLITE EQUIP/ ACCESSORIES,"161,150.00"
KEN01,10/03/2014,0000006639,SPARTAN RELIEF SUPPLIES LIMITED,KEN,KITCHENWARE,"415,800.00"
JOR01,11/03/2014,0000002758,Luzmilla Hospital,JOR,CIVIL AFFAIRS SERVICES,"103,959.69"
TZA01,11/03/2014,0000002744,The UN WORLD FOOD PROGRAMME,ITA,CHARTERS,"252,500.00"
KEN01,11/03/2014,0000006644,ASL LIMITED,KEN,ROOFING MATERIAL,"148,639.39"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
KOR01,11/03/2014,0000000563,Eepop LTD.,KOR,PHOTO/ GRAPHIC/ DESIGN SER,"134,666.58"
KOR01,11/03/2014,0000000564,"Woori DM Co., Ltd.",KOR,BUSINESS/ ADMINISTRATIVE SER,"146,207.15"
UGA01,11/03/2014,0000004253,THE UNITED NATIONS WORLD FOOD PROGRAMME,ITA,UTILITIES,"289,481.65"
LBN01,12/03/2014,0000001257,GLOBEMED LEBANON SAL,LBN,HEALTHCARE SERVICES,"3,444,665.74"
LBN01,12/03/2014,0000001253,MINISTRY OF TELECOMMUNICATIONS,LBN,TELECOMS SERVICES,"119,680.86"
LBN01,12/03/2014,0000001255,PROTECTRON,LBN,SECURITY/ SAFETY SERVICES,"172,250.67"
