Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
LBY01,22-12-11,0000000098,AGENCY FOR TECHNICAL COOPERATION AND DEV,FRA,BUSINESS/ ADMINISTRATIVE SER,"265,563.00"
HQSMS,22-12-11,0000018712,JAM 3 Inc.,CAN,ADVERTISING/ INFORMATION SER,"102,720.00"
HQSMS,22-12-11,0000018705,ID INTEGRATED DATA SA,CHE,COMPUTER SERVICES,"162,323.56"
HQSMS,22-12-11,0000018690,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"115,500.00"
HQSMS,22-12-11,0000018682,INDIA IMPEX,IND,LAMP/ LAMP COMPONENTS,"284,812.50"
HQSMS,22-12-11,0000018681,Southern Methodist University,USA,BUSINESS/ ADMINISTRATIVE SER,"170,091.54"
HQSMS,22-12-11,0000018674,REDR-ENGINEERS FOR DISASTER RELIEF,GBR,BUSINESS/ ADMINISTRATIVE SER,"242,069.20"
HQSMS,22-12-11,0000018667,TOYOTA MOTOR CORPORATION,JPN,SAFETY/ RESCUE VEHICLE,"151,871.63"
LBY01,22-12-11,0000000101,AL WAFA FOUNDATION FOR CHARITY,LBY,BUSINESS/ ADMINISTRATIVE SER,"184,467.50"
PAK01,22-12-11,0000003342,Socity for Human Advncmnt&Disadvntgd Emp,PAK,BUSINESS/ ADMINISTRATIVE SER,"273,920.97"
PAK01,22-12-11,0000003333,Yar Muhammad Samejo Educational Society,PAK,BUSINESS/ ADMINISTRATIVE SER,"330,194.47"
LBY01,22-12-11,0000000102,Islamic Relief Worldwide,GBR,BUSINESS/ ADMINISTRATIVE SER,"273,064.17"
LKA01,22-12-11,0000002324,MINISTRY OF FINANCE AND PLANNING,LKA,BUSINESS/ ADMINISTRATIVE SER,"225,886.52"
LKA01,22-12-11,0000002326,SEWA LANKA FOUNDATION,LKA,BUSINESS/ ADMINISTRATIVE SER,"154,398.57"
MWI01,22-12-11,0000000591,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,PSYCHOTROPIC/NARCOTIC DRUGS,"133,465.97"
PAK01,22-12-11,0000003324,SOCIETY FOR HR AND PRISONERS AID,PAK,BUSINESS/ ADMINISTRATIVE SER,"179,831.07"
PAK01,22-12-11,0000003326,"Secretary, States and Frontier Regions D",PAK,BUSINESS/ ADMINISTRATIVE SER,"928,455.92"
PAK01,22-12-11,0000003328,SAVE THE CHILDREN FEDERATION INC,USA,BUSINESS/ ADMINISTRATIVE SER,"733,310.26"
KEN01,22-12-11,0000004530,PRODTECH ENGINEERS LIMITED,KEN,MAINTENANCE/ CONSTRUCTION SER,"237,600.00"
DZA01,22-12-11,0000000524,CROISSANT ROUGE ALGERIEN (CRA),DZA,BUSINESS/ ADMINISTRATIVE SER,"199,728.75"
DZA01,22-12-11,0000000528,TRIANGLE GENERATION HUMANITAIRE,FRA,BUSINESS/ ADMINISTRATIVE SER,"471,194.92"
DZA01,22-12-11,0000000527,Comitato Internazionale per lo Sviluppo,ITA,BUSINESS/ ADMINISTRATIVE SER,"165,784.23"
DZA01,22-12-11,0000000526,SOLIDARIDAD INTERNACIONAL ANDALUCIA,ESP,BUSINESS/ ADMINISTRATIVE SER,"456,570.40"
TUN01,22-12-11,0000000376,Danish Refugee Council,DNK,BUSINESS/ ADMINISTRATIVE SER,"451,058.45"
COD01,22-12-11,0000003994,CMM PHARMANS,COD,SPECIALIZED DRUGS,"119,201.00"
ETH01,22-12-11,0000001861,NATIONAL OIL ETHIOPIA PLC,ETH,FUELS (UNSPECIFIED),"904,235.66"
ETH01,22-12-11,0000001854,KK PLC,ETH,BLANKETS,"227,134.53"
ETH01,22-12-11,0000001850,ETAB SOAP FACTORY,ETH,SOAP/CLEANING /HYGIENE SUPPLIE,"231,357.81"
PAK01,22-12-11,0000003339,Motto toEmpower Health Education & Right,PAK,BUSINESS/ ADMINISTRATIVE SER,"328,113.26"
YEM01,22-12-11,0000001920,DANISH REFUGEE COUNCIL - YEMEN,YEM,BUSINESS/ ADMINISTRATIVE SER,"485,589.48"
ETH01,22-12-11,0000001845,BEE FREIGHT TRANSPORT ASSOCIATION,ETH,TRANSPORT SUPPORT,"102,865.55"
HQSMS,21-12-11,0000018605,INDO-DANE TEXTILE INDUSTRIES PVT. LTD.,IND,BLANKETS,"258,600.00"
HQSMS,21-12-11,0000018653,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"152,225.93"
HQSMS,21-12-11,0000018626,GENERAL MOTORS (KENYA) LTD.,KEN,TANKERS,"1,197,026.00"
HQSMS,21-12-11,0000018621,Ryce East Africa Ltd,KEN,GENERAL CARGO TRUCKS,"772,792.00"
KEN01,21-12-11,0000004504,KUEHNE + NAGEL LIMITED,KEN,TRANSPORT SUPPORT,"340,733.19"
KEN01,21-12-11,0000004508,PISU COMPANY LIMITED,KEN,PREPARED/ PRESERVED FOODS,"2,183,999.13"
TUN01,21-12-11,0000000366,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"250,000.00"
HQSMS,21-12-11,0000018610,O.K.I. GENERAL TRADING LLC,ARE,BLANKETS,"229,800.00"
HQSMS,21-12-11,0000018643,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"157,052.98"
LBY01,21-12-11,0000000095,MERCY CORPS,USA,BUSINESS/ ADMINISTRATIVE SER,"200,000.00"
HQSMS,21-12-11,0000018603,EMERGING MARKETS COMMUNICATIONS INC,USA,SATELLITE EQUIP/ ACCESSORIES,"103,859.00"
HQSMS,21-12-11,0000018601,VOLVO TRUCK CORPORATION,SWE,GENERAL CARGO TRUCKS,"508,603.67"
SDN01,21-12-11,0000004051,Commission for Voluntary & H. Works,SDN,BUSINESS/ ADMINISTRATIVE SER,"153,444.44"
HQSMS,21-12-11,0000018598,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"400,806.00"
HQSMS,21-12-11,0000018614,Deloitte SA,CHE,COMPUTER SERVICES,"500,000.00"
TUN01,21-12-11,0000000360,Danish Refugee Council,DNK,BUSINESS/ ADMINISTRATIVE SER,"160,423.17"
HQSMS,21-12-11,0000018647,HEWLETT-PACKARD (SUISSE) SA,CHE,COMPUTER SERVICES,"1,300,000.00"
TUN01,21-12-11,0000000359,BECHIR BOUABIDI,TUN,CLOTHING,"147,235.38"
TUN01,21-12-11,0000000361,Union Tunisienne de Solidarite Social,TUN,BUSINESS/ ADMINISTRATIVE SER,"350,140.06"
DZA01,21-12-11,0000000534,TRIANGLE GENERATION HUMANITAIRE,FRA,BUSINESS/ ADMINISTRATIVE SER,"112,254.87"
HQSMS,21-12-11,0000018641,HCL Technologies Limited,IND,COMPUTER SERVICES,"233,959.00"
HQSMS,21-12-11,0000018627,PEACOCK ELECTROMECHANICAL TRADING CO LLC,ARE,MATERIAL HANDLING EQUIP,"155,346.00"
TZA01,21-12-11,0000002110,SOAP AND ALLIED INDUSTRIES LIMITED,TZA,SOAP/CLEANING /HYGIENE SUPPLIE,"119,800.00"
LBY01,20-12-11,0000000094,Palm City Limited,LBY,BUSINESS/ ADMINISTRATIVE SER,"143,998.67"
GAB01,20-12-11,0000000410,DIV. BENEFICIAIRES,CHE,UTILITIES,"194,326.00"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
GAB01,20-12-11,0000000411,CROIX ROUGE GABONAISE,GAB,UTILITIES,"176,283.44"
HQSMS,20-12-11,0000018556,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"365,519.69"
HQSMS,20-12-11,0000018567,UNITED NATIONS OFFICE AT NAIROBI,KEN,BUSINESS/ ADMINISTRATIVE SER,"150,000.00"
PAK01,20-12-11,0000003301,MANSHA BROTHERS,PAK,SECURITY/ DETECTION EQUIP/ SUP,"136,997.23"
HQSMS,20-12-11,0000018581,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"112,410.95"
HQSMS,20-12-11,0000018592,Ryce East Africa Ltd,KEN,GENERAL CARGO TRUCKS,"706,794.00"
HQSMS,20-12-11,0000018588,THE MEDICAL EXPORT GROUP BV,NLD,MISC MEDICAL SUPPLIES,"116,974.83"
HQSMS,20-12-11,0000018591,FWW FAHRZEUGWERK Gmbh,DEU,GENERAL CARGO TRUCKS,"310,374.50"
MOZ01,20-12-11,0000000433,Henriques Alvaro Fernandes,MOZ,MAINTENANCE/ CONSTRUCTION SER,"242,018.87"
IRQ01,20-12-11,0000001302,DANISH REFUGEE COUNCIL - DRC,DNK,FINANCIAL SERVICES,"146,934.00"
HQSMS,20-12-11,0000018596,RIMPEX SARL,TUN,MISC MEDICAL SUPPLIES,"225,280.11"
SDN01,20-12-11,0000004042,ADAASONS ENGINEERING COMPANY LTD,SSD,MAINTENANCE/ CONSTRUCTION SER,"236,857.00"
BWA01,20-12-11,0000000330,TRIDENT FRANCISTOWN PTY LTD,BWA,MAIZE/CORN,"127,260.95"
HQSMS,20-12-11,0000018593,PEACOCK ELECTROMECHANICAL TRADING CO LLC,ARE,GENERAL CARGO TRUCKS,"337,474.00"
DZA01,20-12-11,0000000530,TRIANGLE GENERATION HUMANITAIRE,FRA,BUSINESS/ ADMINISTRATIVE SER,"104,895.07"
USA01,20-12-11,0000000318,CROIX-ROUGE FRANCAISE,HTI,BUSINESS/ ADMINISTRATIVE SER,"154,881.00"
HQSMS,19-12-11,0000018547,VANDANA LOGISTICS,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"144,000.00"
ITA01,19-12-11,0000001317,Numero Blu Servizi SpA,ITA,ADVERTISING/ INFORMATION SER,"794,509.62"
ITA01,19-12-11,0000001320,APPCO GROUP ITALIA SRL,ITA,ADVERTISING/ INFORMATION SER,"2,423,986.67"
HQSMS,19-12-11,0000018490,TOYOTA MOTOR CORPORATION,JPN,DELIVERY VEHICLES/ PICK-UPS,"319,486.52"
HQSMS,19-12-11,0000018493,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"321,538.19"
HQSMS,19-12-11,0000018522,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"361,300.00"
HQSMS,19-12-11,0000018533,VANDANA LOGISTICS,IND,KITCHENWARE,"133,650.00"
ITA01,19-12-11,0000001318,APPCO GROUP ITALIA SRL,ITA,ADVERTISING/ INFORMATION SER,"408,415.33"
HQSMS,19-12-11,0000018544,BALDEV WOOLLEN INTERNATIONAL,IND,BLANKETS,"247,806.00"
ITA01,19-12-11,0000001330,Numero Blu Servizi SpA,ITA,ADVERTISING/ INFORMATION SER,"206,043.96"
KEN01,19-12-11,0000004484,TOYOTA KENYA LIMITED,KEN,DELIVERY VEHICLES/ PICK-UPS,"757,971.50"
TUR01,19-12-11,0000000870,INTRA BILISIM A.S.,TUR,COMPUTERS,"114,459.00"
HQSMS,19-12-11,0000018541,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"466,400.00"
DJI01,18-12-11,0000000515,FOND NATIONAL DE L'EAU,DJI,MAINTENANCE/ CONSTRUCTION SER,"206,214.70"
DJI01,18-12-11,0000000516,ASSOCIATION OF MEDICAL DOCTORS OF ASIA,DJI,BUSINESS/ ADMINISTRATIVE SER,"191,858.94"
HQSMS,18-12-11,0000018480,INDIA IMPEX,IND,LAMP/ LAMP COMPONENTS,"201,500.00"
HQSMS,18-12-11,0000018478,AUTOCAR INTERNATIONAL BV,NLD,OTHER SPECIALIZED VEHICLES,"216,000.00"
HQSMS,17-12-11,0000018461,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"394,740.00"
HQSMS,17-12-11,0000018458,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"464,400.00"
HQSMS,17-12-11,0000018455,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"774,000.00"
HQSMS,17-12-11,0000018464,N-R-S INTERNATIONAL - FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"254,020.80"
HQSMS,17-12-11,0000018452,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"774,000.00"
YEM01,17-12-11,0000001907,MOHAMMED FARA'A ABDO SPONG MANUFACTURE,YEM,BEDCLOTHES/ MATRESSES/ TOWELS,"148,750.00"
LBR01,17-12-11,0000001207,UNITED NATIONS MISSION IN LIBERIA,LBR,DIESEL,"156,600.00"
HQSMS,17-12-11,0000018476,PEACOCK ELECTROMECHANICAL TRADING CO LLC,ARE,TANKERS,"182,832.00"
HQSMS,17-12-11,0000018470,ANAND INTERNATIONAL,IND,BLANKETS,"406,867.03"
HQSMS,16-12-11,0000018449,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"224,820.00"
ITA01,16-12-11,0000001313,ED CONTACT S.R.L.,ITA,ADVERTISING/ INFORMATION SER,"185,333.33"
GRC01,16-12-11,0000000599,STYLIANOS LEIVADAROS E.E.,GRC,HOUSEHOLD FURNITURE/EQUIPMENT,"123,820.00"
CHN01,16-12-11,0000001088,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"100,654.52"
TCD01,16-12-11,0000003141,SOGECT TCHAD,TCD,MAINTENANCE/ CONSTRUCTION SER,"364,251.33"
BDI01,16-12-11,0000000398,FEDERATION NATIONALE DES COPECS,BDI,BUSINESS/ ADMINISTRATIVE SER,"209,979.06"
THA01,16-12-11,0000000664,"K.S.K TEXTILE (1989) CO.,LTD.",THA,PERSONAL CARE PRODUCTS,"280,716.34"
IRQ01,16-12-11,0000001296,International for foam and Mattresses,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"625,500.00"
HQSMS,15-12-11,0000018421,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"2,382,000.00"
HQSMS,15-12-11,0000018425,GENERAL MOTORS (KENYA) LTD.,KEN,GENERAL CARGO TRUCKS,"183,211.00"
HQSMS,15-12-11,0000018427,N-R-S INTERNATIONAL - FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"4,084,600.00"
HQSMS,15-12-11,0000018429,N-R-S INTERNATIONAL - FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"2,060,000.00"
HQSMS,15-12-11,0000018431,PARKASH WOOLEN INDUSTRIES,IND,BLANKETS,"202,737.60"
IRQ01,15-12-11,0000001288,QANDIL SWEDISH NGO,SWE,BUSINESS/ ADMINISTRATIVE SER,"130,000.00"
IRQ01,15-12-11,0000001289,QANDIL SWEDISH NGO,SWE,BUSINESS/ ADMINISTRATIVE SER,"727,256.00"
HQSMS,15-12-11,0000018437,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"293,760.00"
MMR01,15-12-11,0000000909,Basin International Ltd,MMR,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"113,835.34"
HQSMS,15-12-11,0000018419,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"380,000.00"
HQSMS,15-12-11,0000018442,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"174,900.00"
SDN01,15-12-11,0000004019,FANDASI ENGINEERING WORKS,SDN,MAINTENANCE/ CONSTRUCTION SER,"1,252,289.01"
ETH01,15-12-11,0000001817,B/G REGIONAL STATE RURAL ROAD AUTHORITY,ETH,MAINTENANCE/ CONSTRUCTION SER,"175,576.84"
PAK01,15-12-11,0000003269,CAMEOS ARCHITECT & CONSULTANTS,PAK,ENGINEERING SERVICES,"144,918.79"
GAB01,15-12-11,0000000408,CROIX ROUGE GABONAISE,GAB,BUSINESS/ ADMINISTRATIVE SER,"249,635.13"
SYR01,15-12-11,0000002890,Walid & Nabil & Mhd Khaled Rankousi,SYR,SOAP/CLEANING /HYGIENE SUPPLIE,"391,481.00"
ITA01,14-12-11,0000001306,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"531,250.00"
ITA01,14-12-11,0000001307,APPCO GROUP ITALIA SRL,ITA,ADVERTISING/ INFORMATION SER,"726,666.67"
HQSMS,14-12-11,0000018403,LANDesk International Ltd,IRL,COMPUTER SERVICES,"572,374.78"
HQSMS,14-12-11,0000018398,KPMG SA (Switzerland),CHE,FINANCIAL SERVICES,"136,910.97"
HQSMS,14-12-11,0000018389,F.G. WILSON (ENGINEERING) LTD,GBR,WATER COOLED POWER GENERATORS,"286,470.00"
HQSMS,14-12-11,0000018385,COELMO,ITA,AIR COOLED POWER GENERATORS,"212,514.67"
HQSMS,13-12-11,0000018379,S&H SWITZERLAND,CHE,COMPUTER SERVICES,"124,864.28"
HQSMS,13-12-11,0000018340,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"235,200.00"
HQSMS,13-12-11,0000018346,CLESTRA SA,CHE,MAINTENANCE/ CONSTRUCTION SER,"195,439.74"
HQSMS,13-12-11,0000018347,TELECOM SYSTEMS SA,CHE,COMPUTERS,"955,312.00"
GBR01,13-12-11,0000000190,8BUILD LTD,GBR,MAINTENANCE/ CONSTRUCTION SER,"140,730.47"
KEN01,13-12-11,0000004415,WFP SOMALIA,KEN,CHARTERS,"480,704.57"
HQSMS,12-12-11,0000018302,DANOFFICE PLC,DNK,COMPUTERS,"689,320.24"
HQSMS,12-12-11,0000018309,YOUNG AND RUBICAM BUSINESS COMMUNICATION,CHE,ADVERTISING/ INFORMATION SER,"326,575.00"
HQSMS,12-12-11,0000018317,IMPRIMERIE CENTRALE,LUX,PHOTO/ GRAPHIC/ DESIGN SER,"134,142.38"
HQSMS,12-12-11,0000018319,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"276,349.00"
HQSMS,12-12-11,0000018300,UNITED NATIONS OFFICE AT GENEVA,CHE,BUSINESS/ ADMINISTRATIVE SER,"333,000.00"
IRQ01,12-12-11,0000001281,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"281,820.00"
IRQ01,12-12-11,0000001282,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"150,000.00"
COD01,12-12-11,0000003903,KPMG RDC,COD,FINANCIAL SERVICES,"102,325.00"
BDI01,12-12-11,0000000395,INTERNATIONAL RESCUE COMMITTEE (IRC),BDI,BUSINESS/ ADMINISTRATIVE SER,"166,834.39"
HQSMS,11-12-11,0000018294,ARMOURED PROJECT VEHICLE,GIB,ARMOURED VEHICLES,"235,409.71"
YEM01,11-12-11,0000001896,Almagd Establishment For Trading and Co,YEM,MAINTENANCE/ CONSTRUCTION SER,"1,730,953.10"
HQSMS,09-12-11,0000018276,DANOFFICE PLC,DNK,COMPUTERS,"455,172.13"
HQSMS,09-12-11,0000018277,DANOFFICE PLC,DNK,NETWORK COMPONENTS / ACCESS,"101,150.72"
HQSMS,09-12-11,0000018280,EMERGING MARKETS COMMUNICATIONS INC,USA,SATELLITE EQUIP/ ACCESSORIES,"187,500.00"
HQSMS,09-12-11,0000018281,EMERGING MARKETS COMMUNICATIONS INC,USA,SATELLITE EQUIP/ ACCESSORIES,"281,250.00"
HQSMS,08-12-11,0000018250,DANOFFICE PLC,DNK,NETWORK COMPONENTS / ACCESS,"129,342.20"
KEN01,08-12-11,0000004395,HASS PETROLEUM (K) LTD,KEN,DIESEL,"2,333,333.32"
KEN01,08-12-11,0000004402,KENYA RURAL ROADS AUTHORITY,KEN,HEALTHCARE SERVICES,"157,195.56"
HQSMS,07-12-11,0000018226,F.G. WILSON (ENGINEERING) LTD,GBR,WATER COOLED POWER GENERATORS,"141,094.00"
HQSMS,07-12-11,0000018230,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"180,580.00"
IDN01,07-12-11,0000000434,PT. RAVINDO BANGUN PERSADA,IDN,BUSINESS/ ADMINISTRATIVE SER,"167,784.00"
HQSMS,07-12-11,0000018222,TOYOTA MOTOR CORPORATION,JPN,ARMOURED VEHICLES,"156,119.39"
HQSMS,07-12-11,0000018234,NUTRISET SA,FRA,PREPARED/ PRESERVED FOODS,"316,440.20"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
HQSMS,06-12-11,0000018212,TOYOTA MOTOR CORPORATION,JPN,SAFETY/ RESCUE VEHICLE,"322,117.20"
HQSMS,05-12-11,0000018192,VERSEIDAG BALLISTIC PROTECTION OY,FIN,PERSONAL SAFETY/ PROTECTION,"136,204.00"
HQSMS,05-12-11,0000018186,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC MEDICAL SUPPLIES,"192,329.55"
EGY01,05-12-11,0000000809,Al Jumhuria Grocery Shop,EGY,PREPARED/ PRESERVED FOODS,"121,925.17"
DJI01,04-12-11,0000000487,ENTREPRISE MACHA-ALLAH,DJI,UTILITIES,"103,692.71"
SYR01,04-12-11,0000002847,WORLD COMPANY FOR CONTRACTING INVESTMENT,SYR,HEALTHCARE SERVICES,"217,091.58"
HQSMS,03-12-11,0000018149,PLANSON EUROPE,DNK,COMPUTERS,"1,020,000.00"
HQSMS,03-12-11,0000018152,BADGECOM GMBH,CHE,PRINTER/ PRINTER ACCESSORIES,"108,319.50"
SDN01,03-12-11,0000003960,TIVERS CONSTRUCTION AND TIMBER CO. LTD,SSD,MAINTENANCE/ CONSTRUCTION SER,"130,671.00"
TUN01,03-12-11,0000000327,DJERBA RENT CAR,TUN,BUSINESS/ ADMINISTRATIVE SER,"104,488.80"
PAK01,02-12-11,0000003214,BIO-ID TECHNOLOGIES SA,CHE,COMPUTER SERVICES,"110,000.00"
KEN01,02-12-11,0000004378,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"382,685.42"
TZA01,02-12-11,0000002084,The UN WORLD FOOD PROGRAMME,ITA,CHARTERS,"101,000.00"
